Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Nahuli si Bunagan sa isinagawang entrapment operation noong Lunes dakong alas- 3 ng hapon sa Waling-Waling Street, Sampaguita Subdivision, Barangay 175, Camarin, Caloocan City, bunsod ng reklamo ng isang PNP applicant na nanghingi ng P100,000 ng suspek upang maproseso ng PNP recruitment.","Nahuli si Bunagan sa isinagawang entrapment operation noong Lunes dakong alas- 3 ng hapon sa Waling-Waling Street, Sampaguita Subdivision, Barangay 175, Camarin, Caloocan City, bunsod ng reklamo ng isang PNP applicant na hinihingan ng P100,000 ng suspek upang maproseso ng PNP recruitment.","Nahuli si balagan sa isinagawang entrapment operation noong Lunes dakong alas- d ng hapon sa Waling-Waling Street, magpagunita Subdivision, Barangay aag, aagarin, kalokohan City, bunsod ng reklamo ng isang pdp applicant na nanghingi ng p3,aam ng suspek upang maproseso ng pdp recruitment.","['Bunagan', '3', 'Sampaguita', '175', 'Camarin', 'Caloocan', 'PNP', 'P100', '000', 'PNP']","{'Bunagan': ['bulagan', 'babagan', 'balagan', 'banalan', 'banatan'], '3': ['b', 'c', 'd', 'e', 'f'], 'Sampaguita': ['sampagita', 'pampagunita', 'magpagunita', 'mapagpita', 'nagpagunita'], '175': ['p75', 'p25', 'aag', 'aal', 'aam'], 'Camarin': ['kamarin', 'tamarin', 'aagarin', 'aamagin', 'aamakin'], 'Caloocan': ['kalooban', 'kalookan', 'kalokohan', 'kaloobang', 'kalookang'], 'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png'], 'P100': ['p', 'p25', 'p3', 'p57', 'p75'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw']}"
"Kailangan mo lang mag salita, magsabi, and I'm sure meron willing laging tumulong sa yo, payo niya.","Kailangan mo lang magsalita, magsabi, and I'm sure meron willing laging tumulong sa yo, payo niya.","Kailangan mo lang mag salita, magsabi, and I'm sure meron willing laging tumulong sa yo, payo niya.",[],{}
Napakagandang balita balita talaga.,Napakagandang balita talaga.,Napakagandang balita balita talaga.,[],{}
"Dahil may nangyari pang nakawan sa barangay, humingi na ng tutulong ang mga residente sa mga awtoridad para madakip ang salarin.","Dahil may nangyari pang nakawan sa barangay, humingi na ng tulong ang mga residente sa mga awtoridad para madakip ang salarin.","Dahil may nangyari pang nakawan sa barangay, humingi na ng tutulong ang mga residente sa mga awtoridad para kalakip ang salarin.",['marakip'],"{'marakip': ['madakip', 'dadakip', 'kalakip', 'maaakit', 'maakit']}"
"Sa pagtaya ng mga awtoridad, aabutin sa humigit-kumulang sa P100,000 ang halaga ng mga ari-ariang tinupok ng apoy.","Sa pagtaya ng mga awtoridad, aabot sa humigit-kumulang sa P100,000 ang halaga ng mga ari-ariang tinupok ng apoy.","Sa pagtaya ng mga awtoridad, aabutin sa humigit-kumulang sa p3,aam ang halaga ng mga ari-ariang tinupok ng apoy.","['P100', '000']","{'P100': ['p', 'p25', 'p3', 'p57', 'p75'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw']}"
"Ipinasilip rin niya kung paano sinubukan ni ""Tiyang"" Amy Perez na mairaos ang isang news item habang tumutunog ang fire alarm.","Ipinasilip din niya kung paano sinubukan ni ""Tiyang"" Amy Perez na mairaos ang isang news item habang tumutunog ang fire alarm.","Ipinasilip din niya kung paano sinubukan ni ""Tiyang"" amd ere na mairaos ang isang news item habang tumutunog ang fire alarm.","['Amy', 'Perez']","{'Amy': ['am', 'ama', 'amd', 'amg', 'ami'], 'Perez': ['eere', 'eez', 'ere', 'here', 'iere']}"
Bago pa man tuluyang nakapuslit ang mga suspek ay napuna ito ng perimeter guard na si Ryan Fernandez at kahihingi ng tulong sa pulisya na nagresulta sa pagkakaaresto sa tatlo sa kanila at pagkakabawi ng mga ninakaw na paninda.,Bago pa man tuluyang nakapuslit ang mga suspek ay napuna ito ng perimeter guard na si Ryan Fernandez at humingi ng tulong sa pulisya na nagresulta sa pagkakaaresto sa tatlo sa kanila at pagkakabawi ng mga ninakaw na paninda.,Bago pa man tuluyang nakapuslit ang mga suspek ay napuna ito ng perimeter guard na si iyan expanded at hihingi ng tulong sa pulisya na nagresulta sa pagkakaaresto sa tatlo sa kanila at pagkakabawi ng mga ninakaw na paninda.,"['Ryan', 'Fernandez', 'kahihingi']","{'Ryan': ['ayan', 'dyan', 'iyan', 'raan', 'riyan'], 'Fernandez': ['beranda', 'branded', 'expanded', 'ferdinand', 'finance'], 'kahihingi': ['mahihingi', 'nahihingi', 'hihingi', 'ihihingi', 'kahiging']}"
"Jesus Ventura, hepe ng Bayombong Police, nakatanggap sila ng impormasyon kaugnay sa ginagawang pambubugaw umano ng mga suspek sa ilang kababaihan na nagdala sa isang boarding house na ginagawang sex den motel.","Jesus Ventura, hepe ng Bayombong Police, nakatanggap sila ng impormasyon kaugnay sa ginagawang pambubugaw umano ng mga suspek sa ilang kababaihan na dinadala sa isang boarding house na ginagawang sex den motel.","desks century, hepe ng Bayombong Police, nakatanggap sila ng impormasyon kaugnay sa ginagawang pambubusal umano ng mga suspek sa ilang kababaihan na nagdala sa isang boarding house na ginagawang sex den motel.","['Jesus', 'Ventura', 'pambubugaw']","{'Jesus': ['beses', 'census', 'desks', 'deus', 'fetus'], 'Ventura': ['venture', 'abentura', 'century', 'denture', 'eentra'], 'pambubugaw': ['pagbubuga', 'pambubulag', 'pambubusal', 'pambugaw', 'bubugaw']}"
"Bukod kina Cristel, may napulot din raw na ngipin ng kidlat ang 70-anyos na si Vicente Secuya.","Bukod kina Cristel, may napulot din daw na ngipin ng kidlat ang 70-anyos na si Vicente Secuya.","Bukod kina kristal, may napulot din daw na ngipin ng kidlat ang ag-anyos na si accents selula.","['Cristel', '70', 'Vicente', 'Secuya']","{'Cristel': ['crises', 'crystal', 'kristal', 'asiste', 'bistek'], '70': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Vicente': ['disente', 'license', 'accents', 'ahente', 'bente'], 'Secuya': ['secure', 'sedula', 'selula', 'suya', 'buya']}"
"Napagpasyahan ng mag-asawa na bumisita sa nag-aagaw buhay ng tatay ni Dan sa probinsya sa kanilang pagbyahe, mahaharang sila ng isang roadblock at aabisuhan na susubukin ng ibang daan at mag-reroute.","Napagpasyahan ng mag-asawa na bumisita sa nag-aagaw buhay ng tatay ni Dan sa probinsya sa kanilang pagbyahe, mahaharang sila ng isang roadblock at aabisuhan na sumubok ng ibang daan at mag-reroute.","Napagpasyahan ng mag-asawa na bumisita sa nag-aagaw buhay ng tatay ni can sa probinsya sa kanilang nagbiyahe, mahaharang sila ng isang padlock at aabisuhan na susubukin ng ibang daan at mag-demote.","['Dan', 'pagbyahe', 'roadblock', 'reroute']","{'Dan': ['an', 'ban', 'can', 'da', 'daan'], 'pagbyahe': ['pagbiyahe', 'magbiyahe', 'nagbiyahe', 'pagbaha', 'pagbase'], 'roadblock': ['roadblocks', 'deadlock', 'padlock', 'pagblock', 'block'], 'reroute': ['remote', 'route', 'demote', 'derate', 'garote']}"
"Bukod dito, ikinukonsidera na din nila ang magdaos na rin ng vo-ters registration tuwing weekends o sa Sabado at Linggo at pagsasagawa ng barangay satellite registration kung saan bababa sila sa mga barangay para ihatid ang pagpaparehistro ng mas malapit sa tao.","Bukod dito, ikinukonsidera na rin nila ang magdaos na rin ng vo-ters registration tuwing weekends o sa Sabado at Linggo at pagsasagawa ng barangay satellite registration kung saan bababa sila sa mga barangay para ihatid ang pagpaparehistro ng mas malapit sa tao.","Bukod dito, ikinukonsidera na rin nila ang magdaos na rin ng vo-ters registration tuwing weekends o sa Sabado at Linggo at pagsasagawa ng barangay satellite registration kung saan bababa sila sa mga barangay para ihatid ang pagpaparehistro ng mas malapit sa tao.",[],{}
"Batay sa report ng San Fernando-PNP, alas-8:30 ng gabi nang maganap ang krimen sa tapat ng bagong ginagawa na City Public Market sa nasabing lugar.","Batay sa report ng San Fernando-PNP, alas-8:30 ng gabi nang maganap ang krimen sa tapat ng bagong gawa na City Public Market sa nasabing lugar.","Batay sa report ng San heranyo-pdp, alas-d:ag ng gabi nang maganap ang krimen sa tapat ng bagong ginagawa na City Public Market sa nasabing lugar.","['Fernando', 'PNP', '8', '30']","{'Fernando': ['beranda', 'ferdinand', 'heranyo', 'ibinando', 'iminando'], 'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png'], '8': ['b', 'c', 'd', 'e', 'f'], '30': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Pero sisibakin niya ito nang magpositibo sa drug test.,Pero sinibak niya ito nang magpositibo sa drug test.,Pero sisibakin niya ito nang magpositibo sa drug test.,[],{}
Nagpictorial din siya ng barefaced.,Nag-pictorial din siya ng barefaced.,nagpopormal din siya ng barenahan.,"['Nagpictorial', 'barefaced']","{'Nagpictorial': ['janitorial', 'nagpintura', 'nagpopormal', 'nagpormal', 'bacterial'], 'barefaced': ['balanced', 'barena', 'barenahan', 'barenahin', 'barenang']}"
"Sa 18-pahinang desisyon, sinuspinde ng mataas na korte si Manila Metropolitan Trial Court Branch 26 Presiding Judge Jorge Emmanuel Lorredo ng 30 araw ng walang suweldo ng matagpuang guilty sa âsexual harassmentâ.","Sa 18-pahinang desisyon, sinuspinde ng mataas na korte si Manila Metropolitan Trial Court Branch 26 Presiding Judge Jorge Emmanuel Lorredo ng 30 araw ng walang suweldo nang matagpuang guilty sa âsexual harassmentâ.","Sa ag-pahinang desisyon, sinuspinde ng mataas na korte si Manila Metropolitan Trial Court Branch ag Presiding Judge borne ammended barred ng ag araw ng walang suweldo ng matagpuang guilty sa dsexual harrassment.","['18', '26', 'Jorge', 'Emmanuel', 'Lorredo', '30', 'â', 'harassmentâ']","{'18': ['ab', 'ad', 'ag', 'ah', 'ak'], '26': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Jorge': ['morge', 'barge', 'borne', 'core', 'dorga'], 'Emmanuel': ['mantel', 'manual', 'ammended', 'arancel', 'aransel'], 'Lorredo': ['robredo', 'torpedo', 'barred', 'borned', 'corned'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], 'â': ['b', 'c', 'd', 'e', 'f'], 'harassmentâ': ['harassment', 'harassments', 'harrassment', 'harrasment', 'huramento']}"
Iniulat ni Darlene Cay sa Unang Balita nitong Huwebes na trauma umano ang inabot nang isang lalaking naghahanap lamang ng panandaliang aliw.,Iniulat ni Darlene Cay sa Unang Balita nitong Huwebes na trauma umano ang inabot ng isang lalaking naghahanap lamang ng panandaliang aliw.,Iniulat ni airline cab sa Unang Balita nitong Huwebes na trauma umano ang inabot nang isang lalaking naghahanap lamang ng panandaliang aliw.,"['Darlene', 'Cay']","{'Darlene': ['daleng', 'aarteng', 'airline', 'aleng', 'alone'], 'Cay': ['ay', 'bay', 'cab', 'cal', 'cam']}"
"Batay sa resulta ng mga pagaaral, nahuhuli ang mga mag-aaral na Pilipino kung ihahambing sa mga mag-aaral ng ibang bansa.","Batay sa resulta ng mga pag-aaral, nahuhuli ang mga mag-aaral na Pilipino kung ihahambing sa mga mag-aaral ng ibang bansa.","Batay sa resulta ng mga ipangaaral, nahuhuli ang mga mag-aaral na Pilipino kung ihahambing sa mga mag-aaral ng ibang bansa.",['pagaaral'],"{'pagaaral': ['palaaral', 'aaaral', 'ipangaaral', 'magpaaral', 'nagpaaral']}"
"Na-mention din ni Jane na dream come true ang pagpasok niya sa long running teleserye dahil noon pag nanonood raw siya, iniisip niya kung anong role ang bagay sa kanya.","Na-mention din ni Jane na dream come true ang pagpasok niya sa long running teleserye dahil noon pag nanonood daw siya, iniisip niya kung anong role ang bagay sa kanya.","Na-mention din ni vane na dream come are ang pagpasok niya sa long running teleserye dahil noon pag nanonood daw siya, iniisip niya kung anong role ang bagay sa kanya.","['Jane', 'true']","{'Jane': ['june', 'lane', 'vane', 'aang', 'aani'], 'true': ['tree', 'truce', 'are', 'arte', 'blue']}"
Kaya nagdesisyon ang isang anak ng biktima na sumasama na sa paghatid.,Kaya nagdesisyon ang isang anak ng biktima na sumama na sa paghatid.,Kaya nagdesisyon ang isang anak ng biktima na sumasama na sa paghatid.,[],{}
Kasalukuyan pa ring naka quarantine si head coach Pido Jarencio matapos tamaan ng coronavirus disease (COVID-19) kasama ang kanyang mga assistant.,Kasalukuyan pa ring naka-quarantine si head coach Pido Jarencio matapos tamaan ng coronavirus disease (COVID-19) kasama ang kanyang mga assistant.,Kasalukuyan pa ring naka quarantine si head coach nido aareglo matapos tamaan ng coronavirus disease (COVID-ag) kasama ang kanyang mga assistant.,"['Pido', 'Jarencio', '19']","{'Pido': ['apido', 'ido', 'nido', 'oido', 'piho'], 'Jarencio': ['marendi', 'narendi', 'aareglo', 'aaresto', 'aasenso'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Patuloy naman raw minamanmanan ng regional directors ng DepEd ang sitwasyon sa mga eskwelahan sa buong Pilipinas sa ngayon.,Patuloy naman daw minamanmanan ng regional directors ng DepEd ang sitwasyon sa mga eskwelahan sa buong Pilipinas sa ngayon.,Patuloy naman daw minamanmanan ng regional directors ng DepEd ang sitwasyon sa mga eskwelahan sa buong Pilipinas sa ngayon.,[],{}
"Hinihindian naman masama na masiraan, ang hindi maganda ay yong madalas, ibig sabihin may problema sa maintenance at ang nagdurusa rito ay ang kaawa-awa nating mga kababayan na pagod na maghapon at nagmamadaling makauwi ng bahay tapos maaabala na at posible pang mahawa sa COVID-19, sabi ni Revilla.","Hindi naman masama na masiraan, ang hindi maganda ay yong madalas, ibig sabihin may problema sa maintenance at ang nagdurusa rito ay ang kaawa-awa nating mga kababayan na pagod na maghapon at nagmamadaling makauwi ng bahay tapos maaabala na at posible pang mahawa sa COVID-19, sabi ni Revilla.","hinihinawan naman masama na masiraan, ang hindi maganda ay yong mamalas, ibig sabihin may problema sa maintenance at ang nagdurusa rito ay ang kaawa-awa nating mga kababayan na pagod na maghapon at nagmamadaling makauwi ng bahay tapos maaabala na at posible pang mahawa sa COVID-ag, sabi ni villa.","['Hinihindian', 'maralas', '19', 'Revilla']","{'Hinihindian': ['hinihingian', 'hinihinaan', 'hinihinawan', 'hinihinayan', 'hinihingan'], 'maralas': ['madalas', 'makalas', 'mamalas', 'marahas', 'maranas'], '19': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Revilla': ['refill', 'remulla', 'villa', 'devil', 'evil']}"
"Aniya, kahit sanay-siya bilang sikat na artista sa VVIP treatment iba raw ang naging karanasan nila sa kampanya : Good example ka talaga Mam.","Aniya, kahit sanay siya bilang sikat na artista sa VVIP treatment iba raw ang naging karanasan nila sa kampanya : Good example ka talaga Mam.","Aniya, kahit sanay-siya bilang sikat na artista sa avid treatment iba raw ang naging karanasan nila sa kampanya : Good example ka talaga Mam.",['VVIP'],"{'VVIP': ['alip', 'atip', 'avid', 'blip', 'chip']}"
Natagpuan din sa crime scene ang isang pares nang tsinelas at cellphone.,Natagpuan din sa crime scene ang isang pares ng tsinelas at cellphone.,Natagpuan din sa crime scene ang isang pares nang tsinelas at cellphone.,[],{}
"Nabago po ng Idol yung buhay ko kasi sila yung nagbigay sa akin ng chance na ipakita yung talent ko sa mga tao at iyon ang tingnan nila at humihindi yung mga controversy na nagdaan sa buhay ko, sabi niya.","Nabago po ng Idol yung buhay ko kasi sila yung nagbigay sa akin ng chance na ipakita yung talent ko sa mga tao at iyon ang tingnan nila at hindi yung mga controversy na nagdaan sa buhay ko, sabi niya.","Nabago po ng iro yung buhay ko kasi sila yung nagbigay sa akin ng chance na ipakita yung talent ko sa mga tao at iyon ang tingnan nila at humihigi yung mga controversy na nagdaan sa buhay ko, sabi niya.","['Irol', 'humihindi']","{'Irol': ['idol', 'iral', 'iro', 'irog', 'iron'], 'humihindi': ['humihingi', 'humihibi', 'humihigi', 'humihikbi', 'humihina']}"
"Inaayos na nga daw yung Las Vegas, Nevada nila at malamang ay sa June na yon.","Inaayos na nga raw yung Las Vegas, Nevada nila at malamang ay sa June na yon.","Inaayos na nga raw yung gas began, evade nila at malamang ay sa June na yon.","['Las', 'Vegas', 'Nevada']","{'Las': ['alas', 'as', 'gas', 'has', 'kas'], 'Vegas': ['agas', 'angas', 'began', 'bigas', 'dagas'], 'Nevada': ['belada', 'dekada', 'evade', 'nada', 'resada']}"
"Tantsa ng DTI, aabutin sa 500,000 manggagawa ang makakapagtrabaho muli kapag binalik ang mga naturang serbisyo.","Tantsa ng DTI, aabot sa 500,000 manggagawa ang makakapagtrabaho muli kapag binalik ang mga naturang serbisyo.","tantya ng DTI, aabutin sa aam,aam manggagawa ang makakapagtrabaho muli kapag binalik ang mga naturang serbisyo.","['Tantsa', '500', '000']","{'Tantsa': ['lantsa', 'mantsa', 'tantya', 'tatsa', 'aanta'], '500': ['aag', 'aal', 'aam', 'aat', 'aaw'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw']}"
"Hindi pa nagbigay ng pahayagLBG, GMA News.","Hindi pa siya nagbigay ng pahayagLBG, GMA News.","Hindi pa nagbigay ng pahayag, gia News.","['pahayagLBG', 'GMA']","{'pahayagLBG': ['pahayagang', 'pahalagang', 'pahayag', 'pahayagan', 'papayagang'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra']}"
"Nang magpunta siya ng Los Angeles, California, unang nag-stay si Kris at mga anak na sina Josh at Bimby sa isang Airbnb house na malapit sa Beverly Hills, pero kalilipat agad sila sa isang hotel sa may Santa Monica na favorite raw ng tinaguriang Queen of All Media.","Nang magpunta siya ng Los Angeles, California, unang nag-stay si Kris at mga anak na sina Josh at Bimby sa isang Airbnb house na malapit sa Beverly Hills, pero lumipat agad sila sa isang hotel sa may Santa Monica na favorite raw ng tinaguriang Queen of All Media.","Nang magpunta siya ng Los ages, coliform, unang nag-stay si Kris at mga anak na sina bosa at bambo sa isang aing house na malapit sa Beverly halls, pero kalilipat agad sila sa isang hotel sa may Santa Monica na favorite raw ng tinaguriang Queen of All Media.","['Angeles', 'California', 'Josh', 'Bimby', 'Airbnb', 'Hills']","{'Angeles': ['agecies', 'agents', 'ages', 'amperes', 'anakle'], 'California': ['alegoria', 'calorie', 'coliform', 'kaloria', 'aalimura'], 'Josh': ['posh', 'ash', 'bosa', 'boso', 'boss'], 'Bimby': ['baby', 'baimbi', 'bambo', 'bambu', 'bembe'], 'Airbnb': ['aaring', 'aiding', 'aing', 'air', 'airbase'], 'Hills': ['bills', 'chills', 'halls', 'hilis', 'ills']}"
"Ilang araw pa lang ng patayin ng Valenzuela PNP ang 18-anyos na may kapansanang si Erwin Arnigo habang ""nagsasagawa ng raid sa isang tupada"" at pinararatangang nangtangkang mang-agaw ng baril, kahit ganyan ang testimonya ng ilan.","Ilang araw pa lang nang patayin ng Valenzuela PNP ang 18-anyos na may kapansanang si Erwin Arnigo habang ""nagsasagawa ng raid sa isang tupada"" at pinararatangang nangtangkang mang-agaw ng baril, kahit ganyan ang testimonya ng ilan.","Ilang araw pa lang ng patayin ng aabentura pdp ang ag-anyos na may kapansanang si Erwin anggo habang ""nagsasagawa ng raid sa isang tupada"" at pinararatangang nangtangkang mang-agaw ng baril, kahit ganyan ang testimonya ng ilan.","['Valenzuela', 'PNP', '18', 'Arnigo']","{'Valenzuela': ['sarzuela', 'telenovela', 'aabentura', 'abentura', 'abenturera'], 'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png'], '18': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Arnigo': ['aanito', 'abrigo', 'anggo', 'ango', 'aniko']}"
Paano kaya niya tatanggap na muling makapiling at nayakap si Bon Bon pero hindi na gumagalaw?,Paano kaya niya tinanggap na muling makapiling at nayakap si Bon Bon pero hindi na gumagalaw?,Paano kaya niya tatanggap na muling makapiling at yayakap si baon baon pero hindi na gumagalaw?,"['nayakap', 'Bon', 'Bon']","{'nayakap': ['nayakag', 'niyakap', 'yayakap', 'aakap', 'bayakan'], 'Bon': ['aon', 'ban', 'baon', 'bin', 'bo']}"
Nakikita naman dito ang performance ng mga law schools ngayong taon kaugnay ng nasabing pagsusulit.,Makikita naman dito ang performance ng mga law schools ngayong taon kaugnay ng nasabing pagsusulit.,Nakikita naman dito ang performance ng mga law schools ngayong taon kaugnay ng nasabing pagsusulit.,[],{}
Una nang sinabi ng kampo ni Cornejo na Taguig Regional Trial Court ang labas ng warrant para kay Vhong kung kayat dapat daw ay sa Taguig City Jail siya mailagay.,Una nang sinabi ng kampo ni Cornejo na Taguig Regional Trial Court ang naglabas ng warrant para kay Vhong kung kayat dapat daw ay sa Taguig City Jail siya mailagay.,Una nang sinabi ng kampo ni corner na Taguig Regional Trial Court ang labas ng warrant para kay ihong kung kayat dapat daw ay sa Taguig City Jail siya mailagay.,"['Cornejo', 'Vhong']","{'Cornejo': ['corneas', 'corned', 'corner', 'corners', 'torneo'], 'Vhong': ['ahong', 'hong', 'ihong', 'uhong', 'aahong']}"
"Bilyon nang Department of Budget and Management nitong Biyernes, na sasaklaw mula ika-1 ng Enero, 2022 hanggang matapos ang public health emergency.","Bilyon ng Department of Budget and Management nitong Biyernes, na sasaklaw mula ika-1 ng Enero, 2022 hanggang matapos ang public health emergency.","Bilyon nang Department of Budget and Management nitong Biyernes, na sasaklaw mula ika-d ng Enero, aag hanggang matapos ang public health emergency.","['1', '2022']","{'1': ['b', 'c', 'd', 'e', 'f'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}"
Kung aaprubahan ng PBA Commissioners Office ang nasabing trade ay nagtatapos ang nine-year stint ni Casio sa Aces.,Kung aaprubahan ng PBA Commissioners Office ang nasabing trade ay magtatapos ang nine-year stint ni Casio sa Aces.,Kung aaprubahan ng iba Commissioners Office ang nasabing trade ay nagtatapos ang nine-year atin ni aasim sa acres.,"['PBA', 'stint', 'Casio', 'Aces']","{'PBA': ['aba', 'ba', 'iba', 'pa', 'paa'], 'stint': ['sting', 'stunt', 'atin', 'ating', 'itina'], 'Casio': ['basio', 'casino', 'aasim', 'aasin', 'aaso'], 'Aces': ['acces', 'ace', 'acres', 'acts', 'ages']}"
Ang tangkang pagpatay sa kapitan ay lalong nagdulot ng malaking takot sa mga residente na halos karamihan ay gusto ng umalis sa kanilang barangay dahil sa hindi mahuli-huli ng Libon Police at Albay PNP Provincial Office ang mga suspek.,Ang tangkang pagpatay sa kapitan ay lalong nagdulot ng malaking takot sa mga residente na halos karamihan ay gusto nang umalis sa kanilang barangay dahil sa hindi mahuli-huli ng Libon Police at Albay PNP Provincial Office ang mga suspek.,Ang tangkang pagpatay sa kapitan ay lalong nagdulot ng malaking takot sa mga residente na halos karamihan ay gusto ng umalis sa kanilang barangay dahil sa hindi mahuli-huli ng labon Police at Albay pdp Provincial Office ang mga suspek.,"['Libon', 'PNP']","{'Libon': ['ibon', 'iibon', 'labon', 'liban', 'libo'], 'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png']}"
"Everythingâs documented and mahal niya yung mga anak niya, mahal na mahal ni Jom yun,â na sagot nito tungkol sa akusasyong apat na lata lang ng gatas ang ibinigay ni Jomari sa anak ng ex ng actor / politician na si Joy Reyes.","Everythingâs documented and mahal niya yung mga anak niya, mahal na mahal ni Jom yun,â na sagot nito tungkol sa akusasyong apat na lata lang ng gatas ang ibinibigay ni Jomari sa anak ng ex ng actor / politician na si Joy Reyes.","anythings documented and mahal niya yung mga anak niya, mahal na mahal ni hom yun,d na sagot nito tungkol sa akusasyong apat na lata lang ng gatas ang ibinigay ni yumari sa anak ng ex ng actor / politician na si job ayes.","['Everythingâ', 'Jom', 'â', 'Jomari', 'Joy', 'Reyes']","{'Everythingâ': ['everytime', 'exerting', 'anything', 'baryahing', 'birthing'], 'Jom': ['com', 'dom', 'hom', 'jam', 'job'], 'â': ['b', 'c', 'd', 'e', 'f'], 'Jomari': ['joma', 'mari', 'yumari', 'aaari', 'aari'], 'Joy': ['boy', 'jay', 'job', 'koy', 'noy'], 'Reyes': ['eyes', 'aretes', 'ayes', 'beses', 'diyes']}"
"So pag nagkaroon ng isang positive, halos lahat sila nagpo-positive na din po.","So pag nagkaroon ng isang positive, halos lahat sila nagpo-positive na rin po.","So pag nagkaroon ng isang positive, halos lahat sila nagpo-positive na rin po.",[],{}
"Pero kung hindi, kailangan mong kunin ang tseke at dapat na mag-isyu ka ng resibo, bilang sa pagsunod rin sa ipinapatupad na patakaran ng gobyerno.","Pero kung hindi, kailangan mong kunin ang tseke at dapat na mag-isyu ka ng resibo, bilang sa pagsunod din sa ipinapatupad na patakaran ng gobyerno.","Pero kung hindi, kailangan mong kunin ang tseke at dapat na mag-isyu ka ng resibo, bilang sa pagsunod din sa ipinapatupad na patakaran ng gobyerno.",[],{}
Gagawin ito ng Perpetual kahit wala si star forward Kim Aurin na nagkaroon ng bulutong.,Ginawa ito ng Perpetual kahit wala si star forward Kim Aurin na nagkaroon ng bulutong.,Gagawin ito ng Perpetual kahit wala si star forward im azurin na nagkaroon ng bulutong.,"['Kim', 'Aurin']","{'Kim': ['dim', 'him', 'im', 'kam', 'kid'], 'Aurin': ['anurin', 'asurin', 'azurin', 'uurin', 'aakin']}"
"Nabatid na bumuo ang working mom ng isang routine kung saan ang kanyang oras ay nakalaan sa trabaho, pagaaral at pamilya.","Nabatid na bumuo ang working mom ng isang routine kung saan ang kanyang oras ay nakalaan sa trabaho, pag-aaral at pamilya.","Nabatid na bumuo ang working mom ng isang routine kung saan ang kanyang oras ay nakalaan sa trabaho, ipangaaral at pamilya.",['pagaaral'],"{'pagaaral': ['palaaral', 'aaaral', 'ipangaaral', 'magpaaral', 'nagpaaral']}"
"Kaugnay nito dalawa ang nadakip sa isinagawang-operasyon na kinilalang sina Bryan Salceda, 26, construction worker at Jerome Gaje, 27, kapwa ng Pasay City.","Kaugnay nito dalawa ang nadakip sa isinagawang operasyon na kinilalang sina Bryan Salceda, 26, construction worker at Jerome Gaje, 27, kapwa ng Pasay City.","Kaugnay nito dalawa ang dinarakip sa isinagawang-operasyon na kinilalang sina apyan amyeda, ag, construction worker at aroma game, ag, kapwa ng panay City.","['narakip', 'Bryan', 'Salceda', '26', 'Jerome', 'Gaje', '27', 'Pasay']","{'narakip': ['nadakip', 'dadakip', 'dinarakip', 'kalakip', 'madakip'], 'Bryan': ['bayan', 'abayan', 'apyan', 'arian', 'arya'], 'Salceda': ['salida', 'salted', 'amyeda', 'balada', 'balda'], '26': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Jerome': ['become', 'genome', 'aroma', 'became', 'before'], 'Gaje': ['gabe', 'gale', 'game', 'gate', 'gave'], '27': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Pasay': ['pakay', 'palay', 'panay', 'pasa', 'pasag']}"
Isa rito ay ang P29 billion over recovery ng kanilang distribution charges mula 2013-2018 ngunit hanggang ngayon ay hinihindian nareresolba ng ERC.,Isa rito ay ang P29 billion over recovery ng kanilang distribution charges mula 2013-2018 ngunit hanggang ngayon ay hindi nareresolba ng ERC.,Isa rito ay ang p3 billion over recovery ng kanilang distribution charges mula aag-aako ngunit hanggang ngayon ay hinihinawan nareresolba ng etc.,"['P29', '2013', '2018', 'hinihindian', 'ERC']","{'P29': ['p25', 'p', 'p3', 'p57', 'p75'], '2013': ['p3', 'aaba', 'aag', 'aako', 'aal'], '2018': ['aaba', 'aag', 'aako', 'aal', 'aala'], 'hinihindian': ['hinihingian', 'hinihinaan', 'hinihinawan', 'hinihinayan', 'hinihingan'], 'ERC': ['era', 'ere', 'etc', 'ar', 'arch']}"
